;Data;1;2;3;4;5;6;7;8;class;pos;top1;same1;same3;source;bert;ulmfit;score;exp
130;The whole city is an extraordinary architectural masterpiece in which even the smallest building contains works by some of the world's greatest artists such as Giorgione, Titian, Tintoretto, Veronese and others. - Criterion (vi) - association;4;3;3;2;5;4;2;1;vi;True;False;True;0.5;synthesis;0.017057698220014572;0.0;0.008528849110007286;3.0
131;The whole city is an extraordinary architectural masterpiece in which even the smallest building contains works by some of the world's greatest artists such as Giorgione, Titian, Tintoretto, Veronese and others. - Criterion (i) - masterpiece;5;5;5;1;5;4;4;5;i;True;True;True;0.5;synthesis;0.9238200783729552;0.7968807816505432;0.8603504300117493;4.25
132;The whole city is an extraordinary architectural masterpiece in which even the smallest building contains works by some of the world's greatest artists such as Giorgione, Titian, Tintoretto, Veronese and others. - Criterion (iv) - typology;2;2;1;1;1;4;5;2;iv;True;False;True;0.5;synthesis;0.0;0.1336459368467331;0.06682296842336655;2.25
133;The whole city is an extraordinary architectural masterpiece in which even the smallest building contains works by some of the world's greatest artists such as Giorgione, Titian, Tintoretto, Veronese and others. - Criterion (v) - land-use;1;1;1;1;1;1;2;1;v;False;False;True;0.5;synthesis;0.0;0.0;0.0;1.125
138;"If the buildings would be straight, painted; well maintained, I think Venice without this patina, the gondolas; gondolieri, channels, little bridges; the at all-time busy Canal Grande; all these main ingredients altogether express the romantic charm of Venice. - Criterion (ii) - influence/value";5;2;1;2;1;1;1;3;ii;True;False;True;1.0;social_media;0.045695722103118896;0.11261866986751556;0.07915719598531723;2.0
139;"If the buildings would be straight, painted; well maintained, I think Venice without this patina, the gondolas; gondolieri, channels, little bridges; the at all-time busy Canal Grande; all these main ingredients altogether express the romantic charm of Venice. - Criterion (i) - masterpiece";3;4;1;2;5;4;1;3;i;True;True;True;1.0;social_media;0.4535665810108185;0.7023259401321411;0.5779462605714798;2.875
140;"If the buildings would be straight, painted; well maintained, I think Venice without this patina, the gondolas; gondolieri, channels, little bridges; the at all-time busy Canal Grande; all these main ingredients altogether express the romantic charm of Venice. - Criterion (iv) - typology";4;2;2;1;1;4;4;3;iv;True;False;True;1.0;social_media;0.42017003893852234;0.08298210054636002;0.2515760697424412;2.625
141;"If the buildings would be straight, painted; well maintained, I think Venice without this patina, the gondolas; gondolieri, channels, little bridges; the at all-time busy Canal Grande; all these main ingredients altogether express the romantic charm of Venice. - Criterion (iii) - testimony";1;4;4;1;1;4;1;3;iii;False;False;True;1.0;social_media;0.0;0.0;0.0;2.375
142;The lower ones (decorations on the altar choir) are inlaid worked with figures of buildings, streets, fields and wells in foreshortening and perspective. - Criterion (i) - masterpiece;1;3;2;2;4;4;1;1;i;True;True;False;0.5;social_media;0.5928619503974915;0.20031245052814484;0.39658720046281815;2.25
143;The lower ones (decorations on the altar choir) are inlaid worked with figures of buildings, streets, fields and wells in foreshortening and perspective. - Criterion (iii) - testimony;1;5;1;2;1;4;2;2;iii;True;False;False;0.5;social_media;0.13672946393489838;0.3182453513145447;0.22748740762472153;2.25
144;The lower ones (decorations on the altar choir) are inlaid worked with figures of buildings, streets, fields and wells in foreshortening and perspective. - Criterion (iv) - typology;4;5;1;4;1;4;1;1;iv;True;False;False;0.5;social_media;0.0;0.31919482350349426;0.15959741175174713;2.625
145;The lower ones (decorations on the altar choir) are inlaid worked with figures of buildings, streets, fields and wells in foreshortening and perspective. - Criterion (v) - land-use;5;1;2;4;1;1;1;1;v;False;False;False;0.5;social_media;0.0;0.0;0.0;2.0
146;People (on the squares) spoke together, they looked at oneself, they listened and they had time. - Criterion (iii) - testimony;1;2;1;1;1;4;1;1;iii;True;False;False;0.5;social_media;0.13028128445148468;0.4824128746986389;0.3063470795750618;1.5
147;People (on the squares) spoke together, they looked at oneself, they listened and they had time. - Criterion (vi) - association;5;4;1;4;1;4;1;1;vi;True;True;False;0.5;social_media;0.6504421830177307;0.2881021797657013;0.469272181391716;2.625
148;People (on the squares) spoke together, they looked at oneself, they listened and they had time. - Criterion (ii) - influence/value;4;2;1;2;1;1;1;1;ii;True;False;False;0.5;social_media;0.0;0.14365661144256592;0.07182830572128296;1.625
149;People (on the squares) spoke together, they looked at oneself, they listened and they had time. - Criterion (v) - land-use;1;2;1;1;1;2;2;1;v;False;False;False;0.5;social_media;0.0;0.0;0.0;1.375
150;The large choir, located in the central nave of the basilica, is the only one in Italy to have maintained the original position in front of the main altar, according to medieval use. - Criterion (iv) - typology;4;4;4;5;1;2;5;5;iv;True;True;False;0.5;social_media;0.40701186656951904;0.3118378520011902;0.3594248592853546;3.75
151;The large choir, located in the central nave of the basilica, is the only one in Italy to have maintained the original position in front of the main altar, according to medieval use. - Criterion (i) - masterpiece;4;2;4;5;4;1;1;1;i;True;False;False;0.5;social_media;0.3170546293258667;0.3988065719604492;0.35793060064315796;2.75
152;The large choir, located in the central nave of the basilica, is the only one in Italy to have maintained the original position in front of the main altar, according to medieval use. - Criterion (ii) - influence/value;5;2;1;5;1;4;1;1;ii;True;False;False;0.5;social_media;0.0;0.15521462261676788;0.07760731130838394;2.5
153;The large choir, located in the central nave of the basilica, is the only one in Italy to have maintained the original position in front of the main altar, according to medieval use. - Criterion (v) - land-use;1;1;1;1;1;1;1;1;v;False;False;False;0.5;social_media;0.0;0.0;0.0;1.0
154;It was originally the home to one of the Scuole Grandi of Venice, or six major confraternities, but is now the city's hospital. - Criterion (iii) - testimony;2;5;2;2;1;2;2;1;iii;True;False;False;0.5;social_media;0.0;0.2517894208431244;0.1258947104215622;2.125
155;It was originally the home to one of the Scuole Grandi of Venice, or six major confraternities, but is now the city's hospital. - Criterion (vi) - association;4;2;1;2;1;2;2;1;vi;True;False;False;0.5;social_media;0.1172863319516182;0.45451992750167847;0.28590312972664833;1.875
156;It was originally the home to one of the Scuole Grandi of Venice, or six major confraternities, but is now the city's hospital. - Criterion (iv) - typology;4;5;1;2;4;2;1;4;iv;True;True;False;0.5;social_media;0.6706075072288513;0.1291881948709488;0.39989785104990005;2.875
157;It was originally the home to one of the Scuole Grandi of Venice, or six major confraternities, but is now the city's hospital. - Criterion (v) - land-use;1;1;2;2;1;1;1;1;v;False;False;False;0.5;social_media;0.0;0.0;0.0;1.25
158;Saint Christopher, Saint Vincent Ferreri, Saint Sebastian (are depicted in this Altar) - Criterion (vi) - association;4;3;3;2;5;5;2;1;vi;True;True;True;1.0;social_media;0.5356229543685913;0.6548511385917664;0.5952370464801788;3.125
159;Saint Christopher, Saint Vincent Ferreri, Saint Sebastian (are depicted in this Altar) - Criterion (i) - masterpiece;5;2;1;2;1;2;1;1;i;True;False;True;1.0;social_media;0.27998465299606323;0.13752752542495728;0.20875608921051025;1.875
160;Saint Christopher, Saint Vincent Ferreri, Saint Sebastian (are depicted in this Altar) - Criterion (iv) - typology;3;2;1;2;1;1;1;1;iv;True;False;True;1.0;social_media;0.05888810753822327;0.07853051275014877;0.06870931014418602;1.5
161;Saint Christopher, Saint Vincent Ferreri, Saint Sebastian (are depicted in this Altar) - Criterion (ii) - influence/value;2;2;1;2;1;4;1;1;ii;False;False;True;1.0;social_media;0.0;0.0;0.0;1.75
162;Structural model of the basilica showing a cross-section of the central part of the church with the domes of the Ascension, the chancel and the south transept. - Criterion (i) - masterpiece;4;4;1;2;1;1;1;1;i;True;True;True;1.0;social_media;0.5062586665153503;0.6211360096931458;0.563697338104248;1.875
163;Structural model of the basilica showing a cross-section of the central part of the church with the domes of the Ascension, the chancel and the south transept. - Criterion (iv) - typology;5;4;4;5;4;4;2;1;iv;True;False;True;1.0;social_media;0.3316047191619873;0.2437897026538849;0.2876972109079361;3.625
164;Structural model of the basilica showing a cross-section of the central part of the church with the domes of the Ascension, the chancel and the south transept. - Criterion (ii) - influence/value;1;2;1;4;3;1;1;1;ii;True;False;True;1.0;social_media;0.0528692901134491;0.11422815918922424;0.08354872465133667;1.75
165;Structural model of the basilica showing a cross-section of the central part of the church with the domes of the Ascension, the chancel and the south transept. - Criterion (vi) - association;1;3;1;2;1;4;1;1;vi;False;False;True;1.0;social_media;0.0;0.0;0.0;1.75
166;Sculpted by Pietro da Salò in 1541, the statue presents a crouching, naked hunchback supporting a small flight of steps. - Criterion (iii) - testimony;1;2;1;2;1;3;2;1;iii;True;False;True;0.5;social_media;0.15680669248104095;0.030881131067872047;0.0938439117744565;1.625
167;Sculpted by Pietro da Salò in 1541, the statue presents a crouching, naked hunchback supporting a small flight of steps. - Criterion (i) - masterpiece;4;4;1;2;4;2;2;1;i;True;True;True;0.5;social_media;0.611096203327179;0.872118353843689;0.741607278585434;2.5
168;Sculpted by Pietro da Salò in 1541, the statue presents a crouching, naked hunchback supporting a small flight of steps. - Criterion (iv) - typology;1;3;1;2;1;1;1;1;iv;True;False;True;0.5;social_media;0.0;0.0391773022711277;0.01958865113556385;1.375
169;Sculpted by Pietro da Salò in 1541, the statue presents a crouching, naked hunchback supporting a small flight of steps. - Criterion (ii) - influence/value;2;2;1;4;1;3;1;1;ii;False;False;True;0.5;social_media;0.0;0.0;0.0;1.875
170;After restoration they were then moved to the museum in 1982 for reasons of conservation and replaced by reproductions It was made by lost-wax casting using the so-called indirect method, in an alloy with a very high percentage of copper, a requirement for the procedure of (restoration) ... - Criterion (i) - masterpiece;4;4;1;2;5;1;1;1;i;True;True;True;0.5;social_media;0.5857131481170654;0.42697590589523315;0.5063445270061493;2.375
171;After restoration they were then moved to the museum in 1982 for reasons of conservation and replaced by reproductions It was made by lost-wax casting using the so-called indirect method, in an alloy with a very high percentage of copper, a requirement for the procedure of (restoration) ... - Criterion (ii) - influence/value;4;2;1;2;1;2;1;1;ii;True;False;True;0.5;social_media;0.11058790236711502;0.1777266561985016;0.1441572792828083;1.75
172;After restoration they were then moved to the museum in 1982 for reasons of conservation and replaced by reproductions It was made by lost-wax casting using the so-called indirect method, in an alloy with a very high percentage of copper, a requirement for the procedure of (restoration) ... - Criterion (iv) - typology;2;4;1;2;1;4;2;1;iv;True;False;True;0.5;social_media;0.0;0.2708386778831482;0.1354193389415741;2.125
173;After restoration they were then moved to the museum in 1982 for reasons of conservation and replaced by reproductions It was made by lost-wax casting using the so-called indirect method, in an alloy with a very high percentage of copper, a requirement for the procedure of (restoration) ... - Criterion (v) - land-use;1;1;1;2;1;4;1;1;v;False;False;True;0.5;social_media;0.0;0.0;0.0;1.5
174;The Venetian Arsenal (Italian: Arsenale di Venezia) is a complex of former shipyards and armories clustered together in the city of Venice in northern Italy. - Criterion (iv) - typology;5;4;2;2;5;2;3;1;iv;True;True;True;1.0;social_media;0.5077635049819946;0.5390537977218628;0.5234086513519287;3.0
175;The Venetian Arsenal (Italian: Arsenale di Venezia) is a complex of former shipyards and armories clustered together in the city of Venice in northern Italy. - Criterion (ii) - influence/value;3;2;1;3;1;1;1;1;ii;True;False;True;1.0;social_media;0.383842408657074;0.1276763379573822;0.2557593733072281;1.625
176;The Venetian Arsenal (Italian: Arsenale di Venezia) is a complex of former shipyards and armories clustered together in the city of Venice in northern Italy. - Criterion (iii) - testimony;1;2;1;4;1;4;3;1;iii;True;False;True;1.0;social_media;0.03244743496179581;0.1583310067653656;0.0953892208635807;2.125
177;The Venetian Arsenal (Italian: Arsenale di Venezia) is a complex of former shipyards and armories clustered together in the city of Venice in northern Italy. - Criterion (i) - masterpiece;2;2;1;2;1;1;1;1;i;False;False;True;1.0;social_media;0.0;0.0;0.0;1.375
178;The feast of Our Lady of the Rosary had been made part of the Calendar of Saints in 1716 after a victory over the Turks. - Criterion (vi) - association;5;3;4;2;1;4;4;1;vi;True;True;True;0.5;social_media;0.692894458770752;0.7336100935935974;0.7132522761821747;3.0
179;The feast of Our Lady of the Rosary had been made part of the Calendar of Saints in 1716 after a victory over the Turks. - Criterion (iii) - testimony;2;4;1;2;5;4;1;2;iii;True;False;True;0.5;social_media;0.0;0.10944683849811554;0.05472341924905777;2.625
180;The feast of Our Lady of the Rosary had been made part of the Calendar of Saints in 1716 after a victory over the Turks. - Criterion (iv) - typology;2;2;1;2;1;1;1;1;iv;True;False;True;0.5;social_media;0.08716096729040146;0.07046086341142654;0.078810915350914;1.375
181;The feast of Our Lady of the Rosary had been made part of the Calendar of Saints in 1716 after a victory over the Turks. - Criterion (i) - masterpiece;4;2;1;2;1;1;1;1;i;False;False;True;0.5;social_media;0.0;0.0;0.0;1.625
182;Until 1933 Venice's islands could only be accessed by river boats or railway. - Criterion (iii) - testimony;2;2;1;4;5;4;1;1;iii;True;False;False;0.5;social_media;0.12096642702817917;0.5475130677223206;0.33423974737524986;2.5
183;Until 1933 Venice's islands could only be accessed by river boats or railway. - Criterion (vi) - association;3;3;1;1;1;4;1;1;vi;True;False;False;0.5;social_media;0.0;0.11947830021381378;0.05973915010690689;1.875
184;Until 1933 Venice's islands could only be accessed by river boats or railway. - Criterion (iv) - typology;4;2;1;4;1;1;4;1;iv;True;True;False;0.5;social_media;0.6412097811698914;0.16270847618579865;0.401959128677845;2.25
185;Until 1933 Venice's islands could only be accessed by river boats or railway. - Criterion (i) - masterpiece;2;2;1;2;1;1;1;1;i;False;False;False;0.5;social_media;0.0;0.0;0.0;1.375
186;All decorative levels are punctuated by elegant belt courses. - Criterion (i) - masterpiece;4;4;2;4;3;3;1;1;i;True;True;True;0.5;social_media;0.5127500295639038;0.5874325037002563;0.5500912666320801;2.75
187;All decorative levels are punctuated by elegant belt courses. - Criterion (ii) - influence/value;2;2;1;1;1;1;1;1;ii;True;False;True;0.5;social_media;0.0;0.07739245146512985;0.038696225732564926;1.25
188;All decorative levels are punctuated by elegant belt courses. - Criterion (iv) - typology;4;4;1;1;3;3;2;1;iv;True;False;True;0.5;social_media;0.3071966767311096;0.28106001019477844;0.29412834346294403;2.375
189;All decorative levels are punctuated by elegant belt courses. - Criterion (v) - land-use;1;1;1;1;1;1;1;1;v;False;False;True;0.5;social_media;0.0;0.0;0.0;1.0
190;It served at various times as a gathering place for nobles and for meetings of the procurators of Saint Mark, the Venetian officials responsible principally for the administration of the treasury of Saint Mark's Basilica and for the public buildings around Saint Mark's Square. - Criterion (ii) - influence/value;4;2;1;4;1;2;1;1;ii;True;True;False;0.5;social_media;0.0;0.4322798252105713;0.21613991260528564;2.0
191;It served at various times as a gathering place for nobles and for meetings of the procurators of Saint Mark, the Venetian officials responsible principally for the administration of the treasury of Saint Mark's Basilica and for the public buildings around Saint Mark's Square. - Criterion (vi) - association;4;3;1;2;1;5;2;1;vi;True;False;False;0.5;social_media;0.3499716818332672;0.24496029317378998;0.2974659875035286;2.375
192;It served at various times as a gathering place for nobles and for meetings of the procurators of Saint Mark, the Venetian officials responsible principally for the administration of the treasury of Saint Mark's Basilica and for the public buildings around Saint Mark's Square. - Criterion (iv) - typology;4;4;1;1;4;1;2;1;iv;True;False;False;0.5;social_media;0.38176360726356506;0.17449431121349335;0.2781289592385292;2.25
193;It served at various times as a gathering place for nobles and for meetings of the procurators of Saint Mark, the Venetian officials responsible principally for the administration of the treasury of Saint Mark's Basilica and for the public buildings around Saint Mark's Square. - Criterion (v) - land-use;1;1;3;1;1;1;1;1;v;False;False;False;0.5;social_media;0.0;0.0;0.0;1.25
194;In 1952, the station was finalized on a design by the architect Paul Perilli. - Criterion (i) - masterpiece;5;4;1;1;1;3;1;1;i;True;True;True;1.0;social_media;0.7568252086639404;0.5291616320610046;0.6429934203624725;2.125
195;In 1952, the station was finalized on a design by the architect Paul Perilli. - Criterion (ii) - influence/value;2;2;1;1;1;1;1;1;ii;True;False;True;1.0;social_media;0.09027427434921265;0.25535452365875244;0.17281439900398254;1.25
196;In 1952, the station was finalized on a design by the architect Paul Perilli. - Criterion (iv) - typology;3;4;2;1;1;4;2;1;iv;True;False;True;1.0;social_media;0.09544256329536438;0.12002015858888626;0.10773136094212532;2.25
197;In 1952, the station was finalized on a design by the architect Paul Perilli. - Criterion (v) - land-use;1;1;1;1;1;1;1;1;v;False;False;True;1.0;social_media;0.0;0.0;0.0;1.0
198;Catherine, the queen of Alexandria who, according to legend, lived in the third century, is depicted here in the most famous episode of her life (though it has not been confirmed by canonical law): her “mystic marriage” with Christ, symbolised by the lamb placed by the Child in her right hand. - Criterion (vi) - association;5;4;2;3;4;5;2;5;vi;True;True;True;0.5;social_media;0.6461917757987976;0.5177205204963684;0.581956148147583;3.75
199;Catherine, the queen of Alexandria who, according to legend, lived in the third century, is depicted here in the most famous episode of her life (though it has not been confirmed by canonical law): her “mystic marriage” with Christ, symbolised by the lamb placed by the Child in her right hand. - Criterion (iii) - testimony;3;4;5;3;1;4;1;1;iii;True;False;True;0.5;social_media;0.14577056467533112;0.2706669569015503;0.2082187607884407;2.75
200;Catherine, the queen of Alexandria who, according to legend, lived in the third century, is depicted here in the most famous episode of her life (though it has not been confirmed by canonical law): her “mystic marriage” with Christ, symbolised by the lamb placed by the Child in her right hand. - Criterion (i) - masterpiece;4;4;1;1;1;4;2;5;i;True;False;True;0.5;social_media;0.10859009623527527;0.0;0.054295048117637634;2.75
201;Catherine, the queen of Alexandria who, according to legend, lived in the third century, is depicted here in the most famous episode of her life (though it has not been confirmed by canonical law): her “mystic marriage” with Christ, symbolised by the lamb placed by the Child in her right hand. - Criterion (v) - land-use;1;1;1;1;1;1;1;1;v;False;False;True;0.5;social_media;0.0;0.0;0.0;1.0
202;Mary after Venetians believe prayers to her were answered when they prayed for protection against sickness. - Criterion (iii) - testimony;2;4;1;1;1;4;1;1;iii;True;True;False;0.5;social_media;0.5039448738098145;0.3296493887901306;0.41679713129997253;1.875
203;Mary after Venetians believe prayers to her were answered when they prayed for protection against sickness. - Criterion (vi) - association;4;4;2;1;5;5;4;4;vi;True;False;False;0.5;social_media;0.2668590545654297;0.4200488030910492;0.34345392882823944;3.625
204;Mary after Venetians believe prayers to her were answered when they prayed for protection against sickness. - Criterion (iv) - typology;1;2;1;1;1;1;1;1;iv;True;False;False;0.5;social_media;0.0;0.14015403389930725;0.07007701694965363;1.125
205;Mary after Venetians believe prayers to her were answered when they prayed for protection against sickness. - Criterion (i) - masterpiece;4;1;1;1;1;1;1;1;i;False;False;False;0.5;social_media;0.0;0.0;0.0;1.375
206;The banks of the Grand Canal are lined with more than 170 buildings, most of which date from the 13th to the 18th century, and demonstrate the welfare and art created by the Republic of Venice. - Criterion (iii) - testimony;4;4;5;1;5;4;5;4;iii;True;False;True;1.0;social_media;0.05188407003879547;0.24928317964076996;0.15058362483978271;4.0
207;The banks of the Grand Canal are lined with more than 170 buildings, most of which date from the 13th to the 18th century, and demonstrate the welfare and art created by the Republic of Venice. - Criterion (iv) - typology;5;2;1;3;5;4;5;4;iv;True;True;True;1.0;social_media;0.7677510380744934;0.5483404994010925;0.658045768737793;3.625
208;The banks of the Grand Canal are lined with more than 170 buildings, most of which date from the 13th to the 18th century, and demonstrate the welfare and art created by the Republic of Venice. - Criterion (i) - masterpiece;2;4;1;4;5;5;1;1;i;True;False;True;1.0;social_media;0.12191740423440933;0.07154890149831772;0.09673315286636353;2.875
209;The banks of the Grand Canal are lined with more than 170 buildings, most of which date from the 13th to the 18th century, and demonstrate the welfare and art created by the Republic of Venice. - Criterion (vi) - association;4;3;2;3;1;2;2;1;vi;False;False;True;1.0;social_media;0.0;0.0;0.0;2.25
210;The square became paved with bricks in 1267 in a herringbone pattern. - Criterion (iii) - testimony;1;4;1;3;1;4;1;1;iii;True;False;False;1.0;social_media;0.07183440774679184;0.09369052946567535;0.0827624686062336;2.0
211;The square became paved with bricks in 1267 in a herringbone pattern. - Criterion (i) - masterpiece;1;4;1;1;4;3;1;1;i;True;True;False;1.0;social_media;0.29683277010917664;0.495177686214447;0.39600522816181183;2.0
212;The square became paved with bricks in 1267 in a herringbone pattern. - Criterion (iv) - typology;5;4;4;2;4;1;3;4;iv;True;False;False;1.0;social_media;0.48866066336631775;0.2629472017288208;0.3758039325475693;3.375
213;The square became paved with bricks in 1267 in a herringbone pattern. - Criterion (ii) - influence/value;4;2;1;2;1;1;1;1;ii;False;False;False;1.0;social_media;0.0;0.0;0.0;1.625
214;(This memorizes) St. Mark, along with some episodes from the Venetian legend, which celebrates the saint's protection of the city. - Criterion (iii) - testimony;1;4;2;1;5;4;1;2;iii;True;False;True;0.5;social_media;0.15769124031066895;0.1675998866558075;0.16264556348323822;2.5
215;(This memorizes) St. Mark, along with some episodes from the Venetian legend, which celebrates the saint's protection of the city. - Criterion (vi) - association;5;4;5;1;5;5;4;2;vi;True;True;True;0.5;social_media;0.7183286547660828;0.6145106554031372;0.66641965508461;3.875
216;(This memorizes) St. Mark, along with some episodes from the Venetian legend, which celebrates the saint's protection of the city. - Criterion (iv) - typology;1;2;1;1;1;1;1;1;iv;True;False;True;0.5;social_media;0.0;0.10820995271205902;0.05410497635602951;1.125
217;(This memorizes) St. Mark, along with some episodes from the Venetian legend, which celebrates the saint's protection of the city. - Criterion (v) - land-use;1;1;1;1;1;1;1;1;v;False;False;True;0.5;social_media;0.0;0.0;0.0;1.0
218;The facade is an example of the Venetian Gothic-Byzantine style. - Criterion (iv) - typology;5;5;5;2;4;4;4;4;iv;True;True;True;1.0;social_media;0.8011365532875061;0.5496025681495667;0.6753695607185364;4.125
219;The facade is an example of the Venetian Gothic-Byzantine style. - Criterion (i) - masterpiece;4;4;1;2;4;4;1;1;i;True;False;True;1.0;social_media;0.10131523758172989;0.24378669261932373;0.1725509651005268;2.625
220;The facade is an example of the Venetian Gothic-Byzantine style. - Criterion (ii) - influence/value;4;2;1;2;1;2;1;1;ii;True;False;True;1.0;social_media;0.04623914882540703;0.15100471675395966;0.09862193278968334;1.75
221;The facade is an example of the Venetian Gothic-Byzantine style. - Criterion (vi) - association;2;2;1;2;1;1;1;1;vi;False;False;True;1.0;social_media;0.0;0.0;0.0;1.375
222;(This shows) fresco from the Sala del Maggior Consiglio, destroyed 1577, detached 1905 from behind Tintorettos Paradise. - Criterion (i) - masterpiece;5;4;1;1;4;4;1;1;i;True;True;True;0.5;social_media;0.764821469783783;0.6101120710372925;0.6874667704105377;2.625
223;(This shows) fresco from the Sala del Maggior Consiglio, destroyed 1577, detached 1905 from behind Tintorettos Paradise. - Criterion (ii) - influence/value;3;2;1;2;1;2;1;1;ii;True;False;True;0.5;social_media;0.05141066759824753;0.1379331350326538;0.09467190131545067;1.625
224;(This shows) fresco from the Sala del Maggior Consiglio, destroyed 1577, detached 1905 from behind Tintorettos Paradise. - Criterion (vi) - association;3;2;1;1;1;5;3;1;vi;True;False;True;0.5;social_media;0.07050837576389313;0.0;0.035254187881946564;2.125
225;(This shows) fresco from the Sala del Maggior Consiglio, destroyed 1577, detached 1905 from behind Tintorettos Paradise. - Criterion (v) - land-use;1;1;1;1;1;1;1;1;v;False;False;True;0.5;social_media;0.0;0.0;0.0;1.0
226;Theodore was a 3rd century Roman soldier who was not willing to worship pagan deities and was therefore condemned to death. - Criterion (iii) - testimony;3;2;1;2;4;2;1;1;iii;True;False;True;1.0;social_media;0.0656055212020874;0.35595962405204773;0.21078257262706757;2.0
227;Theodore was a 3rd century Roman soldier who was not willing to worship pagan deities and was therefore condemned to death. - Criterion (iv) - typology;1;2;1;1;1;1;1;1;iv;True;False;True;1.0;social_media;0.05196992680430412;0.06311351805925369;0.05754172243177891;1.125
228;Theodore was a 3rd century Roman soldier who was not willing to worship pagan deities and was therefore condemned to death. - Criterion (vi) - association;4;4;1;1;5;4;1;1;vi;True;True;True;1.0;social_media;0.7828362584114075;0.5172069072723389;0.6500215828418732;2.625
229;Theodore was a 3rd century Roman soldier who was not willing to worship pagan deities and was therefore condemned to death. - Criterion (i) - masterpiece;3;2;1;1;1;1;1;1;i;False;False;True;1.0;social_media;0.0;0.0;0.0;1.375
230;On the altar, between a rich and elegant cornice, probably sculpted by Jacopo from Faenza, there is a beautiful polyptych signed by Bartolom eo Vivarini (1487). - Criterion (i) - masterpiece;5;4;2;4;5;4;1;1;i;True;True;True;0.5;social_media;0.8492816686630249;0.7373557686805725;0.7933187186717987;3.25
231;On the altar, between a rich and elegant cornice, probably sculpted by Jacopo from Faenza, there is a beautiful polyptych signed by Bartolom eo Vivarini (1487). - Criterion (ii) - influence/value;3;2;1;1;1;2;1;1;ii;True;False;True;0.5;social_media;0.04457416012883186;0.07591431587934494;0.0602442380040884;1.5
232;On the altar, between a rich and elegant cornice, probably sculpted by Jacopo from Faenza, there is a beautiful polyptych signed by Bartolom eo Vivarini (1487). - Criterion (iv) - typology;3;2;2;1;1;4;1;1;iv;True;False;True;0.5;social_media;0.0;0.0747409388422966;0.0373704694211483;1.875
233;On the altar, between a rich and elegant cornice, probably sculpted by Jacopo from Faenza, there is a beautiful polyptych signed by Bartolom eo Vivarini (1487). - Criterion (v) - land-use;1;1;1;1;1;1;1;1;v;False;False;True;0.5;social_media;0.0;0.0;0.0;1.0
234;As satire was forbidden by law in Veneto, people wrote poems and stories against the nobility (which was the only one to hold power) and put them up on the statue signing them with its name. - Criterion (vi) - association;5;4;4;4;1;5;2;3;vi;True;True;True;1.0;social_media;0.857998788356781;0.4832530915737152;0.6706259399652481;3.5
235;As satire was forbidden by law in Veneto, people wrote poems and stories against the nobility (which was the only one to hold power) and put them up on the statue signing them with its name. - Criterion (iv) - typology;1;2;1;1;1;4;1;3;iv;True;False;True;1.0;social_media;0.030726555734872818;0.05706657096743584;0.04389656335115433;1.75
236;As satire was forbidden by law in Veneto, people wrote poems and stories against the nobility (which was the only one to hold power) and put them up on the statue signing them with its name. - Criterion (iii) - testimony;2;4;1;1;5;5;2;3;iii;True;False;True;1.0;social_media;0.04782792925834656;0.37009620666503906;0.2089620679616928;2.875
237;As satire was forbidden by law in Veneto, people wrote poems and stories against the nobility (which was the only one to hold power) and put them up on the statue signing them with its name. - Criterion (i) - masterpiece;1;2;1;2;1;1;1;3;i;False;False;True;1.0;social_media;0.0;0.0;0.0;1.5
238;It is the tallest structure in Venice and is colloquially termed 'paròn de casa' (the master of the house). - Criterion (vi) - association;4;2;1;1;1;1;1;1;vi;True;False;True;1.0;social_media;0.09682248532772064;0.10933482646942139;0.10307865589857101;1.5
239;It is the tallest structure in Venice and is colloquially termed 'paròn de casa' (the master of the house). - Criterion (i) - masterpiece;5;2;1;1;5;4;1;4;i;True;True;True;1.0;social_media;0.5075646042823792;0.5292924046516418;0.5184285044670105;2.875
240;It is the tallest structure in Venice and is colloquially termed 'paròn de casa' (the master of the house). - Criterion (iv) - typology;3;4;2;1;1;4;4;1;iv;True;False;True;1.0;social_media;0.2427087277173996;0.16817933320999146;0.20544403046369553;2.5
241;It is the tallest structure in Venice and is colloquially termed 'paròn de casa' (the master of the house). - Criterion (v) - land-use;2;1;1;1;1;1;1;1;v;False;False;True;1.0;social_media;0.0;0.0;0.0;1.125
242;Beeing on my way to the hotel in the early morning, I took a picture from the Basilica di Santa Maria della Salute immediately after arriving in venice. - Criterion (i) - masterpiece;5;2;1;1;1;1;1;1;i;True;False;True;1.0;social_media;0.30814129114151;0.20498743653297424;0.2565643638372421;1.625
243;Beeing on my way to the hotel in the early morning, I took a picture from the Basilica di Santa Maria della Salute immediately after arriving in venice. - Criterion (vi) - association;4;4;1;1;1;4;1;1;vi;True;True;True;1.0;social_media;0.36780598759651184;0.42366650700569153;0.3957362473011017;2.125
244;Beeing on my way to the hotel in the early morning, I took a picture from the Basilica di Santa Maria della Salute immediately after arriving in venice. - Criterion (ii) - influence/value;4;2;1;1;1;1;1;1;ii;True;False;True;1.0;social_media;0.15957032144069672;0.17556945979595184;0.16756989061832428;1.5
245;Beeing on my way to the hotel in the early morning, I took a picture from the Basilica di Santa Maria della Salute immediately after arriving in venice. - Criterion (v) - land-use;2;1;1;1;1;1;1;1;v;False;False;True;1.0;social_media;0.0;0.0;0.0;1.125
