Unnamed: 0,data,len,true,fuzzy,id,single,split,source
3827,"the struve arc is a chain of survey triangulations stretching from hammerfest in norway to the black sea , through <NUM>  countries and over <NUM>  , <NUM>  km",25,[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1187,,dev,short_description
3467,the site illustrates the creation of an urban and rural system establishing the ottoman empire in the early <NUM> th century,20,[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1452,,dev,short_description
804,complex geology and varied topography have given rise to a diversity of ecosystems and species unmatched in the insular caribbean and created one of the most biologically diverse tropical island sites on earth,33,[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],839,,dev,short_description
3844,"they were built over a period of a half century , in the course of what le corbusier described as patient research",20,[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],1321,,dev,short_description
2785,the temple of bulguksa built in <NUM>  and the seokguram grotto form a religious architectural complex of exceptional significance . ,19,[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],736,,dev,short_description
3433,"the highly sophisticated technique of vault construction , and a creative , exuberant type of decorative sculpture particularly on the three doorways , in contrast to the unadorned walls of the interior are the unique features of this masterpiece of islamic architecture . ",41,[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],358,,dev,short_description
3571,its isolated location provides the ideal context for studying the dynamics of insular evolution and natural selection,17,[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],487,,dev,short_description
3151,"the colony of augusta emerita , which became present day m eacute rida in estremadura , was founded in <NUM>  b . c",16,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],664,,dev,short_description
96,"this biotope offers a particularly extensive and varied array of plants , as well as marsupials and singing birds , along with other rare and endangered animals and plant species . ",28,[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],486,,dev,short_description
43,"the los glaciares national park is an area of exceptional natural beauty , with rugged , towering mountains and numerous glacial lakes , including lake argentino , which is <NUM>  km long",28,[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],145,,dev,short_description
2757,the extraordinarily beautiful man made landscape of the site is the best remaining area of a once much more widespread practice . ,20,[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1117,,dev,short_description
2758,"the site , extensively fortified from the <NUM>  sup th sup to <NUM>  sup th sup centuries , represents the largest bulwarked dry ditch system in the world",19,[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1367,,dev,short_description
3089,"the property represents the apogee of paleolithic cave art that developed across europe , from the urals to the iberian peninusula , from <NUM>  , <NUM>  to <NUM>  , <NUM>  bc",25,[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],310,,dev,short_description
1458,"not only is the ellora complex a unique artistic creation and a technological exploit but , with its sanctuaries devoted to buddhism , hinduism and jainism , it illustrates the spirit of tolerance that was characteristic of ancient india . ",36,[1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],243,,dev,short_description
1418,"it is all the more outstanding for having been protected since its birth , providing the world with a pristine natural laboratory",21,[0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.2],1267,,dev,short_description
3048,"a major feature of the island is lake tegano , which was the former lagoon on the atoll",17,[0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.2],854,,dev,short_description
25,"it comprises a unique group of phoenician , roman , palaeochristian and byzantine ruins alongside indigenous monuments such as the kbor er roumia , the great royal mausoleum of mauretania . ",27,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],193,,dev,short_description
2402,"along the tara river canyon , which has the deepest gorges in europe , the dense pine forests are interspersed with clear lakes and harbour a wide range of endemic flora . ",29,[0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.2],100,,dev,short_description
2413,"the houses crowd together within the defensive walls , which are reinforced by corner towers",14,[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],444,,dev,short_description
691,"the grand canal is a vast waterway system in the north eastern and central eastern plains of china , running from beijing in the north to zhejiang province in the south",28,[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1443,,dev,short_description
1437,"built in the early <NUM> th century a few kilometres south of delhi , the red sandstone tower of qutb minar is <NUM>  . <NUM>  m high , tapering from <NUM>  . <NUM>  m in diameter at its peak to <NUM>  . <NUM>  m at its base , and alternating angular and rounded flutings",44,[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],233,,dev,short_description
794,"the form and the decorative elements of the cathedral , such as a remarkable frieze decorated with <NUM>  sculptured faces of men , women , and children , also illustrate the successful fusion of gothic and renaissance art . ",34,[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],963,,dev,short_description
3450,"moreover , the siege of troy by spartan and achaean warriors from greece in the <NUM> th or <NUM> th century b . c . , immortalized by homer in the iliad , has inspired great creative artists throughout the world ever since . ",35,[0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],849,,dev,short_description
3602,"since their creation in <NUM>  , the gardens have made a significant and uninterrupted contribution to the study of plant diversity and economic botany . ",23,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1084,,dev,short_description
1386,"the palace of sans souci , the buildings at ramiers and , in particular , the citadel serve as universal symbols of liberty , being the first monuments to be constructed by black slaves who had gained their freedom . ",35,[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],180,,dev,short_description
1916,"the site of the dolomites comprises a mountain range in the northern italian alps , numbering <NUM>  peaks which rise to above <NUM>  , <NUM>  metres and cover <NUM>  , <NUM>  ha",27,[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1237,,dev,short_description
1787,"built between the <NUM> th nbsp and <NUM> th nbsp centuries , they represent an innovative system of construction in harmony with nature and dedicated to leisure , the arts and knowledge",24,[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],175,,dev,short_description
1331,"the mosaics of the rotunda , st demetrius and st david are among the great masterpieces of early christian art . ",19,[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],456,,dev,short_description
2362,some of these shelters provide archaeological and rock art evidence for the progress of nomadic hunter gathers to incipient farmers,18,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1352,,dev,short_description
1027,"embellished by several generations of architects , sculptors , decorators and landscape architects , it provided europe with a model of the ideal royal residence for over a century . ",26,[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],83,,dev,short_description
3315,they reflect the prosperity of independent farmers who in the <NUM> th century used their wealth to build substantial new homes with elaborately decorated ancillary houses or suites of rooms reserved for festivities,32,[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],1282,,dev,short_description
897,porches and side chapels were added up to the end of the <NUM> th century,14,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],695,,dev,short_description
3586,"the ensemble of buildings at greenwich , an outlying district of london , and the park in which they are set , symbolize english artistic and scientific endeavour in the <NUM> th and <NUM> th centuries",31,[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],795,,dev,short_description
67,these two byzantine monasteries in the tumanian region from the period of prosperity during the kiurikian dynasty <NUM> th to <NUM> th century were important centres of learning,26,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],777,,dev,short_description
2083,"the koobi fora deposits , rich in mammalian , molluscan and other fossil remains , have contributed more to the understanding of paleo environments than any other site on the continent . ",27,[0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.2],801,,dev,short_description
2463,it has a particularly rich flora and fauna,8,[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],284,,dev,short_description
2007,"the property numbers more than <NUM>  islands clustered in three groups and covers surface area of <NUM>  , <NUM>  hectares",18,[0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.2],1362,,dev,short_description
1283,the westwork of corvey uniquely illustrates one of the most important carolingian architectural expressions,14,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1447,,dev,short_description
3470,"one component outside the historic centre of bursa is the village of cumalkzk , the only rural village of this system to show the provision of hinterland support for the capital . ",30,[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1452,,dev,short_description
31,the cultural landscape of madriu perafita claror valley offers a microcosmic perspective of the way people have harvested the resources of the high pyrenees over millennia,24,[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],1160,,dev,short_description
1990,"the area , with its abundance of streams , rivers and waterfalls , is still part of the living culture of japan and is much visited for ritual purposes and hiking , with up to <NUM>  million visitors annually",35,[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1142,,dev,short_description
2141,the qadisha valley is one of the most important early christian monastic settlements in the world,16,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],850,,dev,short_description
2856,"two <NUM> th century wooden churches , and an octagonal clock tower , also in wood and built in <NUM>  , can be seen there",20,[1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],[1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],544,,dev,short_description
1073,"the em neustadt em draws the inspiration for its urban layout partially from the haussmannian model , while adopting an architectural idiom of germanic inspiration",22,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],495,,dev,short_description
620,"built of stone , em pise em , brick or concrete , these buildings represent a complex and confident fusion between chinese and western architectural styles",22,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1112,,dev,short_description
1357,"one of the royal tombs in the great tumulus is identified as that of philip ii , who conquered all the greek cities , paving the way for his son alexander and the expansion of the hellenistic world . ",36,[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],780,,dev,short_description
577,"the temple of heaven , founded in the first half of the <NUM> th century , is a dignified complex of fine cult buildings set in gardens and surrounded by historic pine woods",30,[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],881,,dev,short_description
3675,"it was occupied primarily during the mississippian period <NUM>  , when it covered nearly <NUM>  , <NUM>  ha and included some <NUM>  mounds",20,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],198,,dev,short_description
3464," ccedil atalh ouml y uuml k provides important evidence of the transition from settled villages to urban agglomeration , which was maintained in the same location for over <NUM>  , <NUM>  years",24,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1405,,dev,short_description
346,"the frescoes in this second church , painted in <NUM>  , make it one of the most important collections of medieval paintings",20,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],42,,dev,short_description
1814,"throughout the centuries , they preserved their city s gothic appearance , acquired between the <NUM> th and <NUM> th centuries",16,[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],717,,dev,short_description
3593,"saltaire , west yorkshire , is a complete and well preserved industrial village of the second half of the <NUM> th century",18,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1028,,dev,short_description
690,"xinjiang tianshan is moreover an important habitat for endemic and relic flora species , some rare and endangered . ",17,[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],1414,,dev,short_description
1586,"located at the meeting point of two colliding continental plates , the area has a complex geology with ongoing mountain formation as well as major sculpting by glaciation",26,[0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.2],955,,dev,short_description
3022,the atoll is comprised of four large coral islands which enclose a shallow lagoon the group of islands is itself surrounded by a coral reef,25,[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],185,,dev,short_description
893,"it also has some dramatic scenery , including waterfalls on the ituri and epulu rivers",14,[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],718,,dev,short_description
3253,"a sacred pilgrimage site for <NUM>  centuries , this cave monastery , with its five sanctuaries , is the largest , best preserved cave temple complex in sri lanka",23,[1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],[1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],561,,dev,short_description
2476,"the centre of the country was protected by a network of <NUM>  armed forts , acting in concert with temporary flooding from polders and an intricate system of canals and locks . ",30,[0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],759,,dev,short_description
2290,"founded in <NUM>  after the discovery of a rich silver lode , zacatecas reached the height of its prosperity in the <NUM> th and <NUM> th centuries",24,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],676,,dev,short_description
2707,kalwaria zebrzydowska is a breathtaking cultural landscape of great spiritual significance,11,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],905,,dev,short_description
56,"the jesuit block in c oacute rdoba , heart of the former jesuit province of paraguay , contains the core buildings of the jesuit system the university , the church and residence of the society of jesus , and the college",35,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],995,,dev,short_description
1168,the site illustrates ecological and biological processes in terms of species and habitat adaptation to post glacial climatic changes,18,[0.  0.  1.  1.  0.  0.  0.  0.  1.  1.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  1.  1.  0.2],1147,,dev,short_description
2075,"it is an ancient extinct volcano , which during its period of activity <NUM>  . <NUM>  <NUM>  . <NUM>  million years ago is thought to have risen to <NUM>  , <NUM>  m",24,[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],800,,dev,short_description
2548,"the vega archipelago reflects the way fishermen farmers have , over the past <NUM>  , <NUM>  years , maintained a sustainable living and the contribution of women to eiderdown harvesting . ",25,[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],1143,,dev,short_description
3956,"it takes its name from uvs nuur lake , a large , shallow and very saline lake , important for migrating birds , waterfowl and seabirds",22,[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],769,,dev,short_description
1038,"situated in the rhone valley , the ancient theatre of orange , with its <NUM>  m long facade , is one of the best preserved of all the great roman theatres",26,[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],163,,dev,short_description
1912,"the site represents the first example in europe of an urban development project parcelled out by a public authority within a unitary framework and associated to a particular system of lsquo public lodging rsquo in private residences , as decreed by the senate in <NUM> ",42,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1211,,dev,short_description
584,the steep hillsides of the dazu area contain an exceptional series of rock carvings dating from the <NUM> th to the <NUM> th century,22,[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],912,,dev,short_description
2472,schokland has vestiges of human habitation going back to prehistoric times,11,[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],739,,dev,short_description
2328,the rural settlements that grew around the missions have retained their vernacular character . ,13,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1079,,dev,short_description
1691,"the site bears exceptional testimony to the elamite , persian and parthian cultural traditions , which have largely disappeared . ",17,[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1455,,dev,short_description
2498,"it was conceived as an lsquo ideal factory rsquo , open to the outside world , whose interior working spaces evolved according to need , and in which daylight was used to provide pleasant working conditions",31,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1441,,dev,short_description
535,"the area also has a population of endangered animals , including the giant panda and the sichuan golden snub nosed monkey . ",19,[0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.2],638,,dev,short_description
177,"the site is the last remaining complete example of the cultural tradition of pearling and the wealth it generated at a time when the trade dominated the gulf economy <NUM> nd century to the <NUM> s , when japan developed cultured pearls ",39,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1364,,dev,short_description
1724,"<NUM>  and <NUM>  thanks to its high , thick walls reinforced by towers",12,[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],277,,dev,short_description
425,"it is the only north american city to have preserved its ramparts , together with the numerous bastions , gates and defensive works which still surround old quebec",26,[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],300,,dev,short_description
692,"constructed in sections from the <NUM> th century bc onwards , it was conceived as a unified means of communication for the empire for the first time in the <NUM> th century ad sui dynasty ",32,[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1443,,dev,short_description
2057,"situated on the eastern bank of the river jordan , nine kilometres north of the dead sea , the archaeological site consists of two distinct areas tell al kharrar , also known as jabal mar elias elijahs hill and the area of the churches of saint john the baptist near the river",47,[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],1446,,dev,short_description
3226,"located at the heart of andalusia in southern spain , the site comprises three megalithic monuments the menga and viera dolmens and the i tholos i of el romeral , and two natural monuments la pena de los enamorados and el torcal mountainous formations , which are landmarks within the property",46,[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1501,,dev,short_description
2585,"these are two masterpieces from the time of the brilliant mughal civilization , which reached its height during the reign of the emperor shah jahan",24,[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],171,,dev,short_description
1541,the ghnpca protects the monsoon affected forests and alpine meadows of the himalayan front ranges,14,[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],1406,,dev,short_description
2488,"the rietveld schroder house in utrecht was commissioned by ms truus schroder schrader , designed by the architect gerrit thomas rietveld , and built in <NUM> ",23,[1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],965,,dev,short_description
579,"mount wuyi is the most outstanding area for biodiversity conservation in south east china and a refuge for a large number of ancient , relict species , many of them endemic to china",30,[0.  0.  1.  0.  0.  1.  1.  0.  0.  1.  0.2],[0.  0.  1.  0.  0.  1.  1.  0.  0.  1.  0.2],911,,dev,short_description
2191,"the sarawak chamber , <NUM>  m by <NUM>  m and <NUM>  m high , is the largest known cave chamber in the world . ",21,[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],1013,,dev,short_description
2277,the lagoons are also home to four species of the endangered marine turtle . ,13,[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],554,,dev,short_description
291,"the park shares with iguazu national park in argentina one of the worlds largest and most impressive waterfalls , extending over some <NUM>  , <NUM>  m",23,[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],355,,dev,short_description
3126,"laurel forest covers some <NUM>  of this park , situated in the middle of the island of la gomera in the canary islands archipelago",23,[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],380,,dev,short_description
3928,"opened in <NUM>  , the albula line in the north western part of the property is <NUM>  km long",18,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1276,,dev,short_description
1470,"it is known especially for its em rathas em temples in the form of chariots , em mandapas em cave sanctuaries , giant open air reliefs such as the famous descent of the ganges , and the temple of rivage , with thousands of sculptures to the glory of shiva . ",41,[1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],249,,dev,short_description
2377,"the surrounding waters have a remarkable abundance of large pelagic species , such as manta rays , whales , dolphins and sharks . ",19,[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1510,,dev,short_description
3651,"some <NUM>  , <NUM>  sites have been recorded , including villages built on the mesa top",13,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],27,,dev,short_description
2766,coimbra offers an outstanding example of an integrated university city with a specific urban typology as well as its own ceremonial and cultural traditions that have been kept alive through the ages . ,32,[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1387,,dev,short_description
178,"it also constitutes an outstanding example of traditional utilization of the seas resources and human interaction with the environment , which shaped both the economy and the cultural identity of the islands society . ",32,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1364,,dev,short_description
3845,"the complexe du capitole in chandigarh india , the national museum of western art , tokyo japan , the house of dr curutchet in la plata argentina and the unite dhabitation in marseille france reflect the solutions that the modern movement sought to apply during the <NUM> th century to the challenges of inventing new architectural techniques to respond to the needs of society",60,[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],1321,,dev,short_description
2383,nan madol is a series of more than <NUM>  islets off the south east coast of pohnpei that were constructed with walls of basalt and coral boulders,26,[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1503,,dev,short_description
3687,"with its hanging valleys , many waterfalls , cirque lakes , polished domes , moraines and u shaped valleys , it provides an excellent overview of all kinds of granite relief fashioned by glaciation",28,[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],308,,dev,short_description
921,"this is a designed landscape where danish kings and their court practiced par force hunting , or hunting with hounds , which reached its peak between the <NUM> th and the late <NUM> th centuries , when the absloute monarchs transformed it into a landscape of power",42,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1469,,dev,short_description
1844,it continues to serve its original purpose as a centre for scientific research . ,13,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],824,,dev,short_description
3081,"the khomani cultural landscape is located at the border with botswana and namibia in the northern part of the country , coinciding with the kalahari gemsbok national park kgnp ",28,[0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.2],[0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.2],1545,,dev,short_description
1623,it is the earliest existing example of the double shelled dome in iran,12,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1188,,dev,short_description
373,it was added to the world heritage list in <NUM> ,10,[0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.2],225,,dev,short_description
